Filename,Class,FocusScore,MeanIntensity,FOVRatio,Status
1b3647865779.png,0,3.15899960295727,37.8770089845009,0.475375149642251,gradeable
1b398c0494d1.png,0,4.98865700836507,70.7895283446713,0.789206349206349,gradeable
1b862fb6f65d.png,0,6.11460917988639,70.0485424036281,0.789560997732426,gradeable
1b8701231c8f.png,0,1.12525727814575,38.6855046871335,0.796947894667764,borderline
1c13a1483f4a.png,0,5.35413058798316,76.0246884353742,0.790394557823129,gradeable
1c47815f4a6b.png,0,1.06482302747857,58.3995628049389,0.904421201776924,borderline
1c7a013eeba7.png,0,6.37397261333291,73.6105369614513,0.789963718820862,gradeable
1c9c583c10bf.png,0,1.66661909734117,66.3656596671196,0.832355389950255,borderline
1ca35d483772.png,0,7.30587662315533,79.661219047619,0.790503401360544,gradeable
1ca62b3e4fd3.png,0,1.29001901572028,50.1631334926819,0.922645059384635,borderline
1ca91751be4d.png,0,5.5307881708082,86.9711047619048,0.790834467120181,gradeable
1caba2fb38f6.png,0,5.95885317247863,60.6449922902495,0.788922448979592,gradeable
1cb6961d141c.png,0,5.90598601441822,50.5537936547709,0.475675428444158,gradeable
1cc58b15f466.png,0,1.48699248322609,63.6072459832687,0.904873479072896,borderline
1d0b93317aa8.png,0,3.37160784125324,22.0551255544028,0.473430315653483,borderline
1d2472849dce.png,0,5.18501100080497,45.8524299319729,0.787376870748299,gradeable
1d29cb2f4296.png,0,1.4127446449316,55.6017525295504,0.905536158872647,borderline
1d37f1c8b6d8.png,0,5.52252687574499,89.4634947845806,0.792242176870748,gradeable
1d3e9b939732.png,0,6.56772556880948,86.1167900226757,0.790884353741497,gradeable
1d46f1326394.png,0,5.67085327857618,83.463473015873,0.789942857142857,gradeable
1d74c4713e21.png,0,2.77356734276345,43.6750494639079,0.474666277567546,borderline
1da4a17c18c9.png,0,6.22904862998889,83.5213968253968,0.789996371882086,gradeable
1db0393cdbc1.png,0,5.45078146111881,43.1427418039796,0.475200152724583,gradeable
1db6bb46c102.png,0,6.42153079761518,88.1889523809524,0.79010612244898,gradeable
1df0431bfa73.png,0,2.80872871910195,51.8689641952515,0.475609461466471,borderline
1df0a4c23c95.png,0,3.73446903058113,36.909297904412,0.475468613905096,gradeable
1df1530b9b8d.png,0,7.10111264762292,75.9641034013606,0.790037188208617,gradeable
1dfe599d12a9.png,0,6.60497502329721,45.1834166557294,0.475947866827346,gradeable
1e036f2e7095.png,0,1.26772654105699,39.1156804486174,0.903588180223646,borderline
1e742358e0b9.png,0,6.7535208540383,84.7450579004448,0.905397126934564,gradeable
1e7ccd4a1c87.png,0,1.63646392879239,60.6685833334651,0.905323422474752,borderline
1e8c31e29dd3.png,0,6.73348602473376,83.6080852607709,0.792252154195011,gradeable
1ec95179cdfe.png,0,1.72499190387085,45.0551319834709,0.79692999725573,borderline
1ee355480567.png,0,2.77835275861761,40.1220105489096,0.475315729777018,borderline
1eee55494271.png,0,2.45660496854857,44.4029572804769,0.475300153096517,borderline
1f15ca672675.png,0,3.17785337004478,29.2321767807008,0.47423267364502,borderline
1f31701dd61b.png,0,4.61424364138604,82.0759056689342,0.789365079365079,gradeable
1f3f32efaf20.png,0,6.27180137091286,91.9106630385487,0.792049886621315,gradeable
1f4fb37e0854.png,0,1.74441919032956,42.2493785620823,0.796862384810267,borderline
1f5496352859.png,0,2.72477911080893,44.7678728103638,0.474722226460775,borderline
1f9ccda4ddf2.png,0,4.660445903421,40.2735798403551,0.475152426292491,gradeable
1faf8664816c.png,0,6.09394415536784,83.4518394557823,0.791742403628118,gradeable
1fb455685328.png,0,6.13275868223825,85.9994721088435,0.790488888888889,gradeable
1fddd7c98fd2.png,0,1.22222661325934,46.7303546422321,0.906329677477412,borderline
201f6e10c108.png,0,7.41285461858484,90.9505297052153,0.791834920634921,gradeable
201f882365d3.png,0,2.49883523045399,50.9709525002686,0.79706919934933,borderline
207dd0487264.png,0,6.33280021839848,80.9071346938775,0.791346031746032,gradeable
20f86e068276.png,0,1.47392943886862,61.3786810501207,0.905454063936168,borderline
21037f5c7790.png,0,4.87639556239997,76.603874829932,0.790249433106576,gradeable
210bfe0127c6.png,0,1.56198895605719,60.7412606387935,0.904606473185741,borderline
1b329a127307.png,1,1.47531600363312,62.5530564181665,0.90534552495765,borderline
1bb0ddfe753a.png,1,1.86142305314361,65.7241613132116,0.832484378337962,borderline
1c0cf251b426.png,1,1.48167733111962,72.7900693723869,0.833112868892483,borderline
1c3a6b4449e9.png,1,1.14584671043168,63.9042548524431,0.832705160679952,borderline
1d11794057ff.png,1,1.51797993643206,46.5372902522741,0.79691607704637,borderline
1d674e2e32e0.png,1,0.777651914221425,59.4028787057952,0.718342048098692,borderline
1df3e03a8f5f.png,1,1.13028536645536,77.0393517105625,0.833530352565081,borderline
1e8a1fdee5b9.png,1,1.01556785462622,72.6602143066958,0.833313146610919,borderline
200d947f75db.png,1,2.71968470193238,58.9674879858084,0.745319771402817,borderline
22098b1fe461.png,1,0.784332187795396,53.7564913219312,0.546859368960735,borderline
22325552a4e3.png,1,1.09341056705288,69.4436380352185,0.833292165135655,borderline
22a6da005395.png,1,1.48016806627166,82.5785405762658,0.833828623310037,borderline
248139c423c4.png,1,4.35509327087893,120.218702686873,0.895801791248364,gradeable
24b943fe725e.png,1,0.560942599203743,55.0439280166175,0.714764254599371,borderline
259d30f693b6.png,1,5.53489116067699,81.4575800453514,0.789818594104308,gradeable
